question,uid,topical_hit
What are the key findings in this chest X-ray report?,2099,True
What abnormality is present according to the report?,2099,True
Is the heart size normal?,2099,True
What are the key findings in this chest X-ray report?,2100,True
What abnormality is present according to the report?,2100,True
What are the key findings in this chest X-ray report?,2102,True
What abnormality is present according to the report?,2102,True
What are the key findings in this chest X-ray report?,2103,True
What abnormality is present according to the report?,2103,True
Is the heart size normal?,2103,True
What are the key findings in this chest X-ray report?,2105,True
What abnormality is present according to the report?,2105,True
What are the key findings in this chest X-ray report?,2106,True
What abnormality is present according to the report?,2106,True
Is the heart size normal?,2106,True
What are the key findings in this chest X-ray report?,2108,True
What abnormality is present according to the report?,2108,True
What are the key findings in this chest X-ray report?,2109,True
What abnormality is present according to the report?,2109,True
What are the key findings in this chest X-ray report?,2110,True
What abnormality is present according to the report?,2110,True
Is the heart size normal?,2110,True
What are the key findings in this chest X-ray report?,2111,True
What abnormality is present according to the report?,2111,True
What are the key findings in this chest X-ray report?,2112,True
What abnormality is present according to the report?,2112,True
What are the key findings in this chest X-ray report?,2113,True
What abnormality is present according to the report?,2113,True
What are the key findings in this chest X-ray report?,2114,True
What abnormality is present according to the report?,2114,True
Is there any opacity?,2114,True
Is there any atelectasis?,2114,True
What are the key findings in this chest X-ray report?,2116,True
What abnormality is present according to the report?,2116,True
What are the key findings in this chest X-ray report?,2117,True
What abnormality is present according to the report?,2117,True
What are the key findings in this chest X-ray report?,2118,True
What abnormality is present according to the report?,2118,True
Is there any opacity?,2118,True
Is there any atelectasis?,2118,True
What are the key findings in this chest X-ray report?,2119,True
What abnormality is present according to the report?,2119,True
What are the key findings in this chest X-ray report?,2120,True
What abnormality is present according to the report?,2120,True
Is the heart size normal?,2120,True
What are the key findings in this chest X-ray report?,2121,True
What abnormality is present according to the report?,2121,True
What are the key findings in this chest X-ray report?,2122,True
What abnormality is present according to the report?,2122,True
What are the key findings in this chest X-ray report?,2123,True
What abnormality is present according to the report?,2123,True
Is there any cardiomegaly?,2123,True
What are the key findings in this chest X-ray report?,2124,True
What abnormality is present according to the report?,2124,True
What are the key findings in this chest X-ray report?,2125,True
What abnormality is present according to the report?,2125,True
What are the key findings in this chest X-ray report?,2126,True
What abnormality is present according to the report?,2126,True
What are the key findings in this chest X-ray report?,2127,True
What abnormality is present according to the report?,2127,True
Is there any cardiomegaly?,2127,True
Is there any effusion?,2127,True
What are the key findings in this chest X-ray report?,2128,True
What abnormality is present according to the report?,2128,True
What are the key findings in this chest X-ray report?,2129,True
What abnormality is present according to the report?,2129,True
Is the heart size normal?,2129,True
What are the key findings in this chest X-ray report?,2130,True
What abnormality is present according to the report?,2130,True
Is there any cardiomegaly?,2130,True
Is there any effusion?,2130,True
Is there any opacity?,2130,True
Is there any edema?,2130,True
What are the key findings in this chest X-ray report?,2131,True
What abnormality is present according to the report?,2131,True
Is the heart size normal?,2131,True
What are the key findings in this chest X-ray report?,2132,True
What abnormality is present according to the report?,2132,True
What are the key findings in this chest X-ray report?,2133,True
What abnormality is present according to the report?,2133,True
What are the key findings in this chest X-ray report?,2134,True
What abnormality is present according to the report?,2134,True
What are the key findings in this chest X-ray report?,2135,True
What abnormality is present according to the report?,2135,True
Is there any cardiomegaly?,2135,True
Is there any effusion?,2135,True
What are the key findings in this chest X-ray report?,2136,True
What abnormality is present according to the report?,2136,True
Is the heart size normal?,2136,True
What are the key findings in this chest X-ray report?,2137,True
What abnormality is present according to the report?,2137,True
What are the key findings in this chest X-ray report?,2138,True
What abnormality is present according to the report?,2138,True
Is there any opacity?,2138,True
What are the key findings in this chest X-ray report?,2139,True
What abnormality is present according to the report?,2139,True
Is there any cardiomegaly?,2139,True
What are the key findings in this chest X-ray report?,2140,True
What abnormality is present according to the report?,2140,True
What are the key findings in this chest X-ray report?,2141,True
What abnormality is present according to the report?,2141,True
Is there any cardiomegaly?,2141,True
What are the key findings in this chest X-ray report?,2142,True
What abnormality is present according to the report?,2142,True
What are the key findings in this chest X-ray report?,2143,True
What abnormality is present according to the report?,2143,True
What are the key findings in this chest X-ray report?,2144,True
What abnormality is present according to the report?,2144,True
What are the key findings in this chest X-ray report?,2145,True
What abnormality is present according to the report?,2145,True
Is the heart size normal?,2145,True
What are the key findings in this chest X-ray report?,2146,True
What abnormality is present according to the report?,2146,True
Is the heart size normal?,2146,True
What are the key findings in this chest X-ray report?,2147,True
What abnormality is present according to the report?,2147,True
What are the key findings in this chest X-ray report?,2148,True
What abnormality is present according to the report?,2148,True
Is the heart size normal?,2148,True
What are the key findings in this chest X-ray report?,2149,True
What abnormality is present according to the report?,2149,True
What are the key findings in this chest X-ray report?,2150,True
What abnormality is present according to the report?,2150,True
What are the key findings in this chest X-ray report?,2151,True
What abnormality is present according to the report?,2151,True
Is there any edema?,2151,True
What are the key findings in this chest X-ray report?,2152,True
What abnormality is present according to the report?,2152,True
Is the heart size normal?,2152,True
What are the key findings in this chest X-ray report?,2153,True
What abnormality is present according to the report?,2153,True
What are the key findings in this chest X-ray report?,2154,True
What abnormality is present according to the report?,2154,True
What are the key findings in this chest X-ray report?,2155,True
What abnormality is present according to the report?,2155,True
What are the key findings in this chest X-ray report?,2156,True
What abnormality is present according to the report?,2156,True
Is the heart size normal?,2156,True
What are the key findings in this chest X-ray report?,2157,True
What abnormality is present according to the report?,2157,True
Is the heart size normal?,2157,True
What are the key findings in this chest X-ray report?,2158,True
What abnormality is present according to the report?,2158,True
What are the key findings in this chest X-ray report?,2159,True
What abnormality is present according to the report?,2159,True
Is the heart size normal?,2159,True
What are the key findings in this chest X-ray report?,2160,True
What abnormality is present according to the report?,2160,True
Is the heart size normal?,2160,True
What are the key findings in this chest X-ray report?,2161,True
What abnormality is present according to the report?,2161,True
Is the heart size normal?,2161,True
What are the key findings in this chest X-ray report?,2162,True
What abnormality is present according to the report?,2162,True
Is there any cardiomegaly?,2162,True
What are the key findings in this chest X-ray report?,2163,True
What abnormality is present according to the report?,2163,True
What are the key findings in this chest X-ray report?,2164,True
What abnormality is present according to the report?,2164,True
What are the key findings in this chest X-ray report?,2165,True
What abnormality is present according to the report?,2165,True
Is there any opacity?,2165,True
Is there any atelectasis?,2165,True
What are the key findings in this chest X-ray report?,2166,True
What abnormality is present according to the report?,2166,True
What are the key findings in this chest X-ray report?,2167,True
What abnormality is present according to the report?,2167,True
What are the key findings in this chest X-ray report?,2168,True
What abnormality is present according to the report?,2168,True
What are the key findings in this chest X-ray report?,2169,True
What abnormality is present according to the report?,2169,True
Is there any opacity?,2169,True
What are the key findings in this chest X-ray report?,2170,True
What abnormality is present according to the report?,2170,True
Is the heart size normal?,2170,True
What are the key findings in this chest X-ray report?,2171,True
What abnormality is present according to the report?,2171,True
What are the key findings in this chest X-ray report?,2172,True
What abnormality is present according to the report?,2172,True
What are the key findings in this chest X-ray report?,2173,True
What abnormality is present according to the report?,2173,True
What are the key findings in this chest X-ray report?,2174,True
What abnormality is present according to the report?,2174,True
Is the heart size normal?,2174,True
What are the key findings in this chest X-ray report?,2175,True
What abnormality is present according to the report?,2175,True
Is the heart size normal?,2175,True
What are the key findings in this chest X-ray report?,2176,True
What abnormality is present according to the report?,2176,True
Is the heart size normal?,2176,True
What are the key findings in this chest X-ray report?,2177,True
What abnormality is present according to the report?,2177,True
Is there any opacity?,2177,True
Is there any atelectasis?,2177,True
What are the key findings in this chest X-ray report?,2178,True
What abnormality is present according to the report?,2178,True
What are the key findings in this chest X-ray report?,2179,True
What abnormality is present according to the report?,2179,True
What are the key findings in this chest X-ray report?,2180,True
What abnormality is present according to the report?,2180,True
Is there any cardiomegaly?,2180,True
What are the key findings in this chest X-ray report?,2181,True
What abnormality is present according to the report?,2181,True
Is there any cardiomegaly?,2181,True
What are the key findings in this chest X-ray report?,2183,True
What abnormality is present according to the report?,2183,True
Is there any cardiomegaly?,2183,True
Is there any opacity?,2183,True
Is there any edema?,2183,True
What are the key findings in this chest X-ray report?,2184,True
What abnormality is present according to the report?,2184,True
Is there any cardiomegaly?,2184,True
Is there any opacity?,2184,True
Is there any atelectasis?,2184,True
What are the key findings in this chest X-ray report?,2185,True
What abnormality is present according to the report?,2185,True
Is there any opacity?,2185,True
Is there any atelectasis?,2185,True
What are the key findings in this chest X-ray report?,2186,True
What abnormality is present according to the report?,2186,True
What are the key findings in this chest X-ray report?,2187,True
What abnormality is present according to the report?,2187,True
What are the key findings in this chest X-ray report?,2188,True
What abnormality is present according to the report?,2188,True
Is there any opacity?,2188,True
What are the key findings in this chest X-ray report?,2189,True
What abnormality is present according to the report?,2189,True
Is the heart size normal?,2189,True
What are the key findings in this chest X-ray report?,2190,True
What abnormality is present according to the report?,2190,True
What are the key findings in this chest X-ray report?,2191,True
What abnormality is present according to the report?,2191,True
Is there any cardiomegaly?,2191,True
Is there any opacity?,2191,True
What are the key findings in this chest X-ray report?,2192,True
What abnormality is present according to the report?,2192,True
What are the key findings in this chest X-ray report?,2193,True
What abnormality is present according to the report?,2193,True
Is there any effusion?,2193,True
Is there any opacity?,2193,True
What are the key findings in this chest X-ray report?,2194,True
What abnormality is present according to the report?,2194,True
Is there any opacity?,2194,True
What are the key findings in this chest X-ray report?,2195,True
What abnormality is present according to the report?,2195,True
What are the key findings in this chest X-ray report?,2197,True
What abnormality is present according to the report?,2197,True
Is there any opacity?,2197,True
What are the key findings in this chest X-ray report?,2198,True
What abnormality is present according to the report?,2198,True
Is the heart size normal?,2198,True
What are the key findings in this chest X-ray report?,2199,True
What abnormality is present according to the report?,2199,True
Is there any opacity?,2199,True
What are the key findings in this chest X-ray report?,2200,True
What abnormality is present according to the report?,2200,True
Is there any atelectasis?,2200,True
What are the key findings in this chest X-ray report?,2201,True
What abnormality is present according to the report?,2201,True
What are the key findings in this chest X-ray report?,2202,True
What abnormality is present according to the report?,2202,True
Is the heart size normal?,2202,True
What are the key findings in this chest X-ray report?,2203,True
What abnormality is present according to the report?,2203,True
What are the key findings in this chest X-ray report?,2204,True
What abnormality is present according to the report?,2204,True
What are the key findings in this chest X-ray report?,2205,True
What abnormality is present according to the report?,2205,True
Is there any opacity?,2205,True
What are the key findings in this chest X-ray report?,2206,True
What abnormality is present according to the report?,2206,True
Is there any atelectasis?,2206,True
What are the key findings in this chest X-ray report?,2207,True
What abnormality is present according to the report?,2207,True
What are the key findings in this chest X-ray report?,2208,True
What abnormality is present according to the report?,2208,True
Is there any cardiomegaly?,2208,True
What are the key findings in this chest X-ray report?,2209,True
What abnormality is present according to the report?,2209,True
What are the key findings in this chest X-ray report?,2210,True
What abnormality is present according to the report?,2210,True
Is the heart size normal?,2210,True
What are the key findings in this chest X-ray report?,2211,True
What abnormality is present according to the report?,2211,True
Is there any cardiomegaly?,2211,True
What are the key findings in this chest X-ray report?,2212,True
What abnormality is present according to the report?,2212,True
Is the heart size normal?,2212,True
What are the key findings in this chest X-ray report?,2213,True
What abnormality is present according to the report?,2213,True
Is there any atelectasis?,2213,True
What are the key findings in this chest X-ray report?,2214,True
What abnormality is present according to the report?,2214,True
Is the heart size normal?,2214,True
What are the key findings in this chest X-ray report?,2215,True
What abnormality is present according to the report?,2215,True
Is the heart size normal?,2215,True
What are the key findings in this chest X-ray report?,2216,True
What abnormality is present according to the report?,2216,True
What are the key findings in this chest X-ray report?,2217,True
What abnormality is present according to the report?,2217,True
Is there any cardiomegaly?,2217,True
What are the key findings in this chest X-ray report?,2218,True
What abnormality is present according to the report?,2218,True
Is there any cardiomegaly?,2218,True
Is there any opacity?,2218,True
Is there any atelectasis?,2218,True
What are the key findings in this chest X-ray report?,2219,True
What abnormality is present according to the report?,2219,True
What are the key findings in this chest X-ray report?,2220,True
What abnormality is present according to the report?,2220,True
Is there any effusion?,2220,True
What are the key findings in this chest X-ray report?,2221,True
What abnormality is present according to the report?,2221,True
Is there any cardiomegaly?,2221,True
What are the key findings in this chest X-ray report?,2222,True
What abnormality is present according to the report?,2222,True
Is there any opacity?,2222,True
What are the key findings in this chest X-ray report?,2223,True
What abnormality is present according to the report?,2223,True
Is the heart size normal?,2223,True
What are the key findings in this chest X-ray report?,2224,True
What abnormality is present according to the report?,2224,True
What are the key findings in this chest X-ray report?,2225,True
What abnormality is present according to the report?,2225,True
Is the heart size normal?,2225,True
What are the key findings in this chest X-ray report?,2226,True
What abnormality is present according to the report?,2226,True
What are the key findings in this chest X-ray report?,2227,True
What abnormality is present according to the report?,2227,True
Is there any opacity?,2227,True
What are the key findings in this chest X-ray report?,2228,True
What abnormality is present according to the report?,2228,True
Is the heart size normal?,2228,True
What are the key findings in this chest X-ray report?,2229,True
What abnormality is present according to the report?,2229,True
What are the key findings in this chest X-ray report?,2230,True
What abnormality is present according to the report?,2230,True
Is the heart size normal?,2230,True
What are the key findings in this chest X-ray report?,2231,True
What abnormality is present according to the report?,2231,True
What are the key findings in this chest X-ray report?,2232,True
What abnormality is present according to the report?,2232,True
Is the heart size normal?,2232,True
What are the key findings in this chest X-ray report?,2233,True
What abnormality is present according to the report?,2233,True
What are the key findings in this chest X-ray report?,2234,True
What abnormality is present according to the report?,2234,True
What are the key findings in this chest X-ray report?,2235,True
What abnormality is present according to the report?,2235,True
What are the key findings in this chest X-ray report?,2236,True
What abnormality is present according to the report?,2236,True
Is the heart size normal?,2236,True
What are the key findings in this chest X-ray report?,2237,True
What abnormality is present according to the report?,2237,True
What are the key findings in this chest X-ray report?,2238,True
What abnormality is present according to the report?,2238,True
Is the heart size normal?,2238,True
What are the key findings in this chest X-ray report?,2239,True
What abnormality is present according to the report?,2239,True
Is there any opacity?,2239,True
What are the key findings in this chest X-ray report?,2240,True
What abnormality is present according to the report?,2240,True
Is the heart size normal?,2240,True
What are the key findings in this chest X-ray report?,2241,True
What abnormality is present according to the report?,2241,True
Is there any opacity?,2241,True
What are the key findings in this chest X-ray report?,2242,True
What abnormality is present according to the report?,2242,True
Is there any atelectasis?,2242,True
What are the key findings in this chest X-ray report?,2243,True
What abnormality is present according to the report?,2243,True
What are the key findings in this chest X-ray report?,2244,True
What abnormality is present according to the report?,2244,True
Is the heart size normal?,2244,True
What are the key findings in this chest X-ray report?,2245,True
What abnormality is present according to the report?,2245,True
Is the heart size normal?,2245,True
What are the key findings in this chest X-ray report?,2246,True
What abnormality is present according to the report?,2246,True
Is there any opacity?,2246,True
Is there any atelectasis?,2246,True
What are the key findings in this chest X-ray report?,2247,True
What abnormality is present according to the report?,2247,True
Is the heart size normal?,2247,True
What are the key findings in this chest X-ray report?,2248,True
What abnormality is present according to the report?,2248,True
Is the heart size normal?,2248,True
What are the key findings in this chest X-ray report?,2249,True
What abnormality is present according to the report?,2249,True
What are the key findings in this chest X-ray report?,2250,True
What abnormality is present according to the report?,2250,True
Is there any cardiomegaly?,2250,True
What are the key findings in this chest X-ray report?,2251,True
What abnormality is present according to the report?,2251,True
Is the heart size normal?,2251,True
What are the key findings in this chest X-ray report?,2252,True
What abnormality is present according to the report?,2252,True
Is the heart size normal?,2252,True
What are the key findings in this chest X-ray report?,2253,True
What abnormality is present according to the report?,2253,True
What are the key findings in this chest X-ray report?,2254,True
What abnormality is present according to the report?,2254,True
What are the key findings in this chest X-ray report?,2255,True
What abnormality is present according to the report?,2255,True
What are the key findings in this chest X-ray report?,2256,True
What abnormality is present according to the report?,2256,True
Is the heart size normal?,2256,True
What are the key findings in this chest X-ray report?,2257,True
What abnormality is present according to the report?,2257,True
What are the key findings in this chest X-ray report?,2258,True
What abnormality is present according to the report?,2258,True
What are the key findings in this chest X-ray report?,2259,True
What abnormality is present according to the report?,2259,True
Is there any cardiomegaly?,2259,True
Is there any opacity?,2259,True
What are the key findings in this chest X-ray report?,2260,True
What abnormality is present according to the report?,2260,True
Is the heart size normal?,2260,True
What are the key findings in this chest X-ray report?,2261,True
What abnormality is present according to the report?,2261,True
What are the key findings in this chest X-ray report?,2262,True
What abnormality is present according to the report?,2262,True
Is there any opacity?,2262,True
What are the key findings in this chest X-ray report?,2263,True
What abnormality is present according to the report?,2263,True
Is there any cardiomegaly?,2263,True
Is there any opacity?,2263,True
Is there any atelectasis?,2263,True
What are the key findings in this chest X-ray report?,2264,True
What abnormality is present according to the report?,2264,True
What are the key findings in this chest X-ray report?,2265,True
What abnormality is present according to the report?,2265,True
Is there any opacity?,2265,True
What are the key findings in this chest X-ray report?,2266,True
What abnormality is present according to the report?,2266,True
Is there any atelectasis?,2266,True
What are the key findings in this chest X-ray report?,2267,True
What abnormality is present according to the report?,2267,True
What are the key findings in this chest X-ray report?,2268,True
What abnormality is present according to the report?,2268,True
Is there any cardiomegaly?,2268,True
What are the key findings in this chest X-ray report?,2269,True
What abnormality is present according to the report?,2269,True
Is the heart size normal?,2269,True
What are the key findings in this chest X-ray report?,2270,True
What abnormality is present according to the report?,2270,True
What are the key findings in this chest X-ray report?,2271,True
What abnormality is present according to the report?,2271,True
Is there any cardiomegaly?,2271,True
Is there any effusion?,2271,True
Is there any atelectasis?,2271,True
What are the key findings in this chest X-ray report?,2272,True
What abnormality is present according to the report?,2272,True
What are the key findings in this chest X-ray report?,2273,True
What abnormality is present according to the report?,2273,True
Is the heart size normal?,2273,True
What are the key findings in this chest X-ray report?,2274,True
What abnormality is present according to the report?,2274,True
What are the key findings in this chest X-ray report?,2275,True
What abnormality is present according to the report?,2275,True
What are the key findings in this chest X-ray report?,2276,True
What abnormality is present according to the report?,2276,True
Is there any atelectasis?,2276,True
What are the key findings in this chest X-ray report?,2277,True
What abnormality is present according to the report?,2277,True
Is the heart size normal?,2277,True
What are the key findings in this chest X-ray report?,2278,True
What abnormality is present according to the report?,2278,True
What are the key findings in this chest X-ray report?,2279,True
What abnormality is present according to the report?,2279,True
Is there any cardiomegaly?,2279,True
Is there any opacity?,2279,True
Is there any atelectasis?,2279,True
What are the key findings in this chest X-ray report?,2280,True
What abnormality is present according to the report?,2280,True
What are the key findings in this chest X-ray report?,2281,True
What abnormality is present according to the report?,2281,True
Is the heart size normal?,2281,True
What are the key findings in this chest X-ray report?,2282,True
What abnormality is present according to the report?,2282,True
Is the heart size normal?,2282,True
What are the key findings in this chest X-ray report?,2283,True
What abnormality is present according to the report?,2283,True
What are the key findings in this chest X-ray report?,2285,True
What abnormality is present according to the report?,2285,True
Is there any cardiomegaly?,2285,True
What are the key findings in this chest X-ray report?,2286,True
What abnormality is present according to the report?,2286,True
Is there any opacity?,2286,True
What are the key findings in this chest X-ray report?,2287,True
What abnormality is present according to the report?,2287,True
Is there any cardiomegaly?,2287,True
What are the key findings in this chest X-ray report?,2288,True
What abnormality is present according to the report?,2288,True
Is the heart size normal?,2288,True
What are the key findings in this chest X-ray report?,2289,True
What abnormality is present according to the report?,2289,True
Is there any effusion?,2289,True
What are the key findings in this chest X-ray report?,2290,True
What abnormality is present according to the report?,2290,True
Is the heart size normal?,2290,True
What are the key findings in this chest X-ray report?,2291,True
What abnormality is present according to the report?,2291,True
What are the key findings in this chest X-ray report?,2292,True
What abnormality is present according to the report?,2292,True
Is the heart size normal?,2292,True
What are the key findings in this chest X-ray report?,2293,True
What abnormality is present according to the report?,2293,True
Is there any opacity?,2293,True
Is there any atelectasis?,2293,True
What are the key findings in this chest X-ray report?,2294,True
What abnormality is present according to the report?,2294,True
Is the heart size normal?,2294,True
What are the key findings in this chest X-ray report?,2295,True
What abnormality is present according to the report?,2295,True
What are the key findings in this chest X-ray report?,2296,True
What abnormality is present according to the report?,2296,True
What are the key findings in this chest X-ray report?,2297,True
What abnormality is present according to the report?,2297,True
What are the key findings in this chest X-ray report?,2298,True
What abnormality is present according to the report?,2298,True
What are the key findings in this chest X-ray report?,2299,True
What abnormality is present according to the report?,2299,True
Is there any opacity?,2299,True
What are the key findings in this chest X-ray report?,2300,True
What abnormality is present according to the report?,2300,True
Is the heart size normal?,2300,True
What are the key findings in this chest X-ray report?,2301,True
What abnormality is present according to the report?,2301,True
Is there any cardiomegaly?,2301,True
What are the key findings in this chest X-ray report?,2302,True
What abnormality is present according to the report?,2302,True
Is the heart size normal?,2302,True
What are the key findings in this chest X-ray report?,2303,True
What abnormality is present according to the report?,2303,True
Is the heart size normal?,2303,True
What are the key findings in this chest X-ray report?,2304,True
What abnormality is present according to the report?,2304,True
Is the heart size normal?,2304,True
What are the key findings in this chest X-ray report?,2305,True
What abnormality is present according to the report?,2305,True
What are the key findings in this chest X-ray report?,2306,True
What abnormality is present according to the report?,2306,True
What are the key findings in this chest X-ray report?,2307,True
What abnormality is present according to the report?,2307,True
Is there any opacity?,2307,True
What are the key findings in this chest X-ray report?,2308,True
What abnormality is present according to the report?,2308,True
Is the heart size normal?,2308,True
What are the key findings in this chest X-ray report?,2310,True
What abnormality is present according to the report?,2310,True
Is the heart size normal?,2310,True
What are the key findings in this chest X-ray report?,2311,True
What abnormality is present according to the report?,2311,True
Is the heart size normal?,2311,True
What are the key findings in this chest X-ray report?,2312,True
What abnormality is present according to the report?,2312,True
Is the heart size normal?,2312,True
What are the key findings in this chest X-ray report?,2313,True
What abnormality is present according to the report?,2313,True
Is the heart size normal?,2313,True
What are the key findings in this chest X-ray report?,2314,True
What abnormality is present according to the report?,2314,True
Is there any opacity?,2314,True
Is there any atelectasis?,2314,True
What are the key findings in this chest X-ray report?,2315,True
What abnormality is present according to the report?,2315,True
What are the key findings in this chest X-ray report?,2316,True
What abnormality is present according to the report?,2316,True
Is the heart size normal?,2316,True
What are the key findings in this chest X-ray report?,2317,True
What abnormality is present according to the report?,2317,True
What are the key findings in this chest X-ray report?,2318,True
What abnormality is present according to the report?,2318,True
Is there any pneumothorax?,2318,True
Is there any atelectasis?,2318,True
What are the key findings in this chest X-ray report?,2319,True
What abnormality is present according to the report?,2319,True
Is the heart size normal?,2319,True
What are the key findings in this chest X-ray report?,2320,True
What abnormality is present according to the report?,2320,True
What are the key findings in this chest X-ray report?,2321,True
What abnormality is present according to the report?,2321,True
Is the heart size normal?,2321,True
What are the key findings in this chest X-ray report?,2322,True
What abnormality is present according to the report?,2322,True
Is there any opacity?,2322,True
Is there any atelectasis?,2322,True
What are the key findings in this chest X-ray report?,2323,True
What abnormality is present according to the report?,2323,True
Is the heart size normal?,2323,True
What are the key findings in this chest X-ray report?,2324,True
What abnormality is present according to the report?,2324,True
Is the heart size normal?,2324,True
What are the key findings in this chest X-ray report?,2325,True
What abnormality is present according to the report?,2325,True
Is there any opacity?,2325,True
What are the key findings in this chest X-ray report?,2326,True
What abnormality is present according to the report?,2326,True
Is there any cardiomegaly?,2326,True
What are the key findings in this chest X-ray report?,2327,True
What abnormality is present according to the report?,2327,True
Is there any effusion?,2327,True
What are the key findings in this chest X-ray report?,2328,True
What abnormality is present according to the report?,2328,True
What are the key findings in this chest X-ray report?,2329,True
What abnormality is present according to the report?,2329,True
Is the heart size normal?,2329,True
What are the key findings in this chest X-ray report?,2330,True
What abnormality is present according to the report?,2330,True
Is there any cardiomegaly?,2330,True
Is there any opacity?,2330,True
What are the key findings in this chest X-ray report?,2331,True
What abnormality is present according to the report?,2331,True
Is there any opacity?,2331,True
Is there any atelectasis?,2331,True
What are the key findings in this chest X-ray report?,2332,True
What abnormality is present according to the report?,2332,True
Is the heart size normal?,2332,True
What are the key findings in this chest X-ray report?,2333,True
What abnormality is present according to the report?,2333,True
What are the key findings in this chest X-ray report?,2334,True
What abnormality is present according to the report?,2334,True
Is there any effusion?,2334,True
Is there any opacity?,2334,True
What are the key findings in this chest X-ray report?,2335,True
What abnormality is present according to the report?,2335,True
What are the key findings in this chest X-ray report?,2336,True
What abnormality is present according to the report?,2336,True
What are the key findings in this chest X-ray report?,2337,True
What abnormality is present according to the report?,2337,True
What are the key findings in this chest X-ray report?,2338,True
What abnormality is present according to the report?,2338,True
Is there any opacity?,2338,True
What are the key findings in this chest X-ray report?,2339,True
What abnormality is present according to the report?,2339,True
Is the heart size normal?,2339,True
What are the key findings in this chest X-ray report?,2340,True
What abnormality is present according to the report?,2340,True
What are the key findings in this chest X-ray report?,2341,True
What abnormality is present according to the report?,2341,True
What are the key findings in this chest X-ray report?,2342,True
What abnormality is present according to the report?,2342,True
What are the key findings in this chest X-ray report?,2343,True
What abnormality is present according to the report?,2343,True
What are the key findings in this chest X-ray report?,2344,True
What abnormality is present according to the report?,2344,True
What are the key findings in this chest X-ray report?,2345,True
What abnormality is present according to the report?,2345,True
What are the key findings in this chest X-ray report?,2347,True
What abnormality is present according to the report?,2347,True
What are the key findings in this chest X-ray report?,2348,True
What abnormality is present according to the report?,2348,True
Is there any effusion?,2348,True
What are the key findings in this chest X-ray report?,2349,True
What abnormality is present according to the report?,2349,True
Is the heart size normal?,2349,True
What are the key findings in this chest X-ray report?,2350,True
What abnormality is present according to the report?,2350,True
What are the key findings in this chest X-ray report?,2351,True
What abnormality is present according to the report?,2351,True
What are the key findings in this chest X-ray report?,2352,True
What abnormality is present according to the report?,2352,True
What are the key findings in this chest X-ray report?,2353,True
What abnormality is present according to the report?,2353,True
Is the heart size normal?,2353,True
What are the key findings in this chest X-ray report?,2354,True
What abnormality is present according to the report?,2354,True
Is the heart size normal?,2354,True
What are the key findings in this chest X-ray report?,2355,True
What abnormality is present according to the report?,2355,True
Is there any cardiomegaly?,2355,True
Is there any atelectasis?,2355,True
What are the key findings in this chest X-ray report?,2356,True
What abnormality is present according to the report?,2356,True
What are the key findings in this chest X-ray report?,2357,True
What abnormality is present according to the report?,2357,True
Is the heart size normal?,2357,True
What are the key findings in this chest X-ray report?,2358,True
What abnormality is present according to the report?,2358,True
Is the heart size normal?,2358,True
What are the key findings in this chest X-ray report?,2359,True
What abnormality is present according to the report?,2359,True
Is there any cardiomegaly?,2359,True
Is there any effusion?,2359,True
What are the key findings in this chest X-ray report?,2360,True
What abnormality is present according to the report?,2360,True
Is the heart size normal?,2360,True
What are the key findings in this chest X-ray report?,2361,True
What abnormality is present according to the report?,2361,True
What are the key findings in this chest X-ray report?,2362,True
What abnormality is present according to the report?,2362,True
Is the heart size normal?,2362,True
What are the key findings in this chest X-ray report?,2363,True
What abnormality is present according to the report?,2363,True
Is there any opacity?,2363,True
What are the key findings in this chest X-ray report?,2364,True
What abnormality is present according to the report?,2364,True
What are the key findings in this chest X-ray report?,2365,True
What abnormality is present according to the report?,2365,True
Is the heart size normal?,2365,True
What are the key findings in this chest X-ray report?,2366,True
What abnormality is present according to the report?,2366,True
What are the key findings in this chest X-ray report?,2367,True
What abnormality is present according to the report?,2367,True
Is the heart size normal?,2367,True
What are the key findings in this chest X-ray report?,2368,True
What abnormality is present according to the report?,2368,True
What are the key findings in this chest X-ray report?,2369,True
What abnormality is present according to the report?,2369,True
Is there any opacity?,2369,True
Is there any atelectasis?,2369,True
What are the key findings in this chest X-ray report?,2370,True
What abnormality is present according to the report?,2370,True
Is there any effusion?,2370,True
Is there any atelectasis?,2370,True
What are the key findings in this chest X-ray report?,2371,True
What abnormality is present according to the report?,2371,True
Is there any opacity?,2371,True
Is there any atelectasis?,2371,True
What are the key findings in this chest X-ray report?,2372,True
What abnormality is present according to the report?,2372,True
Is there any opacity?,2372,True
What are the key findings in this chest X-ray report?,2373,True
What abnormality is present according to the report?,2373,True
What are the key findings in this chest X-ray report?,2374,True
What abnormality is present according to the report?,2374,True
Is the heart size normal?,2374,True
What are the key findings in this chest X-ray report?,2375,True
What abnormality is present according to the report?,2375,True
What are the key findings in this chest X-ray report?,2376,True
What abnormality is present according to the report?,2376,True
Is the heart size normal?,2376,True
What are the key findings in this chest X-ray report?,2377,True
What abnormality is present according to the report?,2377,True
Is the heart size normal?,2377,True
What are the key findings in this chest X-ray report?,2378,True
What abnormality is present according to the report?,2378,True
What are the key findings in this chest X-ray report?,2379,True
What abnormality is present according to the report?,2379,True
What are the key findings in this chest X-ray report?,2380,True
What abnormality is present according to the report?,2380,True
What are the key findings in this chest X-ray report?,2381,True
What abnormality is present according to the report?,2381,True
