question,uid,hit
What abnormality is present according to the report?,2205,False
Is there any opacity?,2205,False
What are the key findings in this chest X-ray report?,2206,False
What abnormality is present according to the report?,2206,False
Is there any atelectasis?,2206,False
What are the key findings in this chest X-ray report?,2207,False
What abnormality is present according to the report?,2207,False
What are the key findings in this chest X-ray report?,2208,False
What abnormality is present according to the report?,2208,False
Is there any cardiomegaly?,2208,False
What are the key findings in this chest X-ray report?,2209,False
What abnormality is present according to the report?,2209,False
What are the key findings in this chest X-ray report?,2210,False
What abnormality is present according to the report?,2210,False
Is the heart size normal?,2210,False
What are the key findings in this chest X-ray report?,2211,False
What abnormality is present according to the report?,2211,False
Is there any cardiomegaly?,2211,False
What are the key findings in this chest X-ray report?,2212,False
What abnormality is present according to the report?,2212,False
Is the heart size normal?,2212,False
What are the key findings in this chest X-ray report?,2213,False
What abnormality is present according to the report?,2213,False
Is there any atelectasis?,2213,False
What are the key findings in this chest X-ray report?,2214,False
What abnormality is present according to the report?,2214,False
Is the heart size normal?,2214,False
What are the key findings in this chest X-ray report?,2215,False
What abnormality is present according to the report?,2215,False
Is the heart size normal?,2215,False
What are the key findings in this chest X-ray report?,2216,False
What abnormality is present according to the report?,2216,False
What are the key findings in this chest X-ray report?,2217,False
What abnormality is present according to the report?,2217,False
Is there any cardiomegaly?,2217,False
What are the key findings in this chest X-ray report?,2218,False
What abnormality is present according to the report?,2218,False
Is there any cardiomegaly?,2218,False
Is there any opacity?,2218,False
Is there any atelectasis?,2218,False
What are the key findings in this chest X-ray report?,2219,False
What abnormality is present according to the report?,2219,False
What are the key findings in this chest X-ray report?,2220,False
What abnormality is present according to the report?,2220,False
Is there any effusion?,2220,False
What are the key findings in this chest X-ray report?,2221,False
What abnormality is present according to the report?,2221,False
Is there any cardiomegaly?,2221,False
What are the key findings in this chest X-ray report?,2222,False
What abnormality is present according to the report?,2222,False
Is there any opacity?,2222,False
What are the key findings in this chest X-ray report?,2223,False
What abnormality is present according to the report?,2223,False
Is the heart size normal?,2223,False
What are the key findings in this chest X-ray report?,2224,False
What abnormality is present according to the report?,2224,False
What are the key findings in this chest X-ray report?,2225,False
What abnormality is present according to the report?,2225,False
Is the heart size normal?,2225,False
What are the key findings in this chest X-ray report?,2226,False
What abnormality is present according to the report?,2226,False
What are the key findings in this chest X-ray report?,2227,False
What abnormality is present according to the report?,2227,False
Is there any opacity?,2227,False
What are the key findings in this chest X-ray report?,2228,False
What abnormality is present according to the report?,2228,False
Is the heart size normal?,2228,False
What are the key findings in this chest X-ray report?,2229,False
What abnormality is present according to the report?,2229,False
What are the key findings in this chest X-ray report?,2230,False
What abnormality is present according to the report?,2230,False
Is the heart size normal?,2230,False
What are the key findings in this chest X-ray report?,2231,False
What abnormality is present according to the report?,2231,False
What are the key findings in this chest X-ray report?,2232,False
What abnormality is present according to the report?,2232,False
Is the heart size normal?,2232,False
What are the key findings in this chest X-ray report?,2233,False
What abnormality is present according to the report?,2233,False
What are the key findings in this chest X-ray report?,2234,False
What abnormality is present according to the report?,2234,False
What are the key findings in this chest X-ray report?,2235,False
What abnormality is present according to the report?,2235,False
What are the key findings in this chest X-ray report?,2236,False
What abnormality is present according to the report?,2236,False
Is the heart size normal?,2236,False
What are the key findings in this chest X-ray report?,2237,False
What abnormality is present according to the report?,2237,False
What are the key findings in this chest X-ray report?,2238,False
What abnormality is present according to the report?,2238,False
Is the heart size normal?,2238,False
What are the key findings in this chest X-ray report?,2239,False
What abnormality is present according to the report?,2239,False
Is there any opacity?,2239,False
What are the key findings in this chest X-ray report?,2240,False
What abnormality is present according to the report?,2240,False
Is the heart size normal?,2240,False
What are the key findings in this chest X-ray report?,2241,False
What abnormality is present according to the report?,2241,False
Is there any opacity?,2241,False
What are the key findings in this chest X-ray report?,2242,False
What abnormality is present according to the report?,2242,False
Is there any atelectasis?,2242,False
What are the key findings in this chest X-ray report?,2243,False
What abnormality is present according to the report?,2243,False
What are the key findings in this chest X-ray report?,2244,False
What abnormality is present according to the report?,2244,False
Is the heart size normal?,2244,False
What are the key findings in this chest X-ray report?,2245,False
What abnormality is present according to the report?,2245,False
Is the heart size normal?,2245,False
What are the key findings in this chest X-ray report?,2246,False
What abnormality is present according to the report?,2246,False
Is there any opacity?,2246,False
Is there any atelectasis?,2246,False
What are the key findings in this chest X-ray report?,2247,False
What abnormality is present according to the report?,2247,False
Is the heart size normal?,2247,False
What are the key findings in this chest X-ray report?,2248,False
What abnormality is present according to the report?,2248,False
Is the heart size normal?,2248,False
What are the key findings in this chest X-ray report?,2249,False
What abnormality is present according to the report?,2249,False
What are the key findings in this chest X-ray report?,2250,False
What abnormality is present according to the report?,2250,False
Is there any cardiomegaly?,2250,False
What are the key findings in this chest X-ray report?,2251,False
What abnormality is present according to the report?,2251,False
Is the heart size normal?,2251,False
What are the key findings in this chest X-ray report?,2252,False
What abnormality is present according to the report?,2252,False
Is the heart size normal?,2252,False
What are the key findings in this chest X-ray report?,2253,False
What abnormality is present according to the report?,2253,False
What are the key findings in this chest X-ray report?,2254,False
What abnormality is present according to the report?,2254,False
What are the key findings in this chest X-ray report?,2255,False
What abnormality is present according to the report?,2255,False
What are the key findings in this chest X-ray report?,2256,False
What abnormality is present according to the report?,2256,False
Is the heart size normal?,2256,False
What are the key findings in this chest X-ray report?,2257,False
What abnormality is present according to the report?,2257,False
What are the key findings in this chest X-ray report?,2258,False
What abnormality is present according to the report?,2258,False
What are the key findings in this chest X-ray report?,2259,False
What abnormality is present according to the report?,2259,False
Is there any cardiomegaly?,2259,False
Is there any opacity?,2259,False
What are the key findings in this chest X-ray report?,2260,False
What abnormality is present according to the report?,2260,False
Is the heart size normal?,2260,False
What are the key findings in this chest X-ray report?,2261,False
What abnormality is present according to the report?,2261,False
What are the key findings in this chest X-ray report?,2262,False
What abnormality is present according to the report?,2262,False
Is there any opacity?,2262,False
What are the key findings in this chest X-ray report?,2263,False
What abnormality is present according to the report?,2263,False
Is there any cardiomegaly?,2263,False
Is there any opacity?,2263,False
Is there any atelectasis?,2263,False
What are the key findings in this chest X-ray report?,2264,False
What abnormality is present according to the report?,2264,False
What are the key findings in this chest X-ray report?,2265,False
What abnormality is present according to the report?,2265,False
Is there any opacity?,2265,False
What are the key findings in this chest X-ray report?,2266,False
What abnormality is present according to the report?,2266,False
Is there any atelectasis?,2266,False
What are the key findings in this chest X-ray report?,2267,False
What abnormality is present according to the report?,2267,False
What are the key findings in this chest X-ray report?,2268,False
What abnormality is present according to the report?,2268,False
Is there any cardiomegaly?,2268,False
What are the key findings in this chest X-ray report?,2269,False
What abnormality is present according to the report?,2269,False
Is the heart size normal?,2269,False
What are the key findings in this chest X-ray report?,2270,False
What abnormality is present according to the report?,2270,False
What are the key findings in this chest X-ray report?,2271,False
What abnormality is present according to the report?,2271,False
Is there any cardiomegaly?,2271,False
Is there any effusion?,2271,False
Is there any atelectasis?,2271,False
What are the key findings in this chest X-ray report?,2272,False
What abnormality is present according to the report?,2272,False
What are the key findings in this chest X-ray report?,2273,False
What abnormality is present according to the report?,2273,False
Is the heart size normal?,2273,False
What are the key findings in this chest X-ray report?,2274,False
What abnormality is present according to the report?,2274,False
What are the key findings in this chest X-ray report?,2275,False
What abnormality is present according to the report?,2275,False
What are the key findings in this chest X-ray report?,2276,False
What abnormality is present according to the report?,2276,False
Is there any atelectasis?,2276,False
What are the key findings in this chest X-ray report?,2277,False
What abnormality is present according to the report?,2277,False
Is the heart size normal?,2277,False
What are the key findings in this chest X-ray report?,2278,False
What abnormality is present according to the report?,2278,False
What are the key findings in this chest X-ray report?,2279,False
What abnormality is present according to the report?,2279,False
Is there any cardiomegaly?,2279,False
Is there any opacity?,2279,False
Is there any atelectasis?,2279,False
What are the key findings in this chest X-ray report?,2280,False
What abnormality is present according to the report?,2280,False
What are the key findings in this chest X-ray report?,2281,False
What abnormality is present according to the report?,2281,False
Is the heart size normal?,2281,False
What are the key findings in this chest X-ray report?,2282,False
What abnormality is present according to the report?,2282,False
Is the heart size normal?,2282,False
What are the key findings in this chest X-ray report?,2283,False
What abnormality is present according to the report?,2283,False
What are the key findings in this chest X-ray report?,2285,False
What abnormality is present according to the report?,2285,False
Is there any cardiomegaly?,2285,False
What are the key findings in this chest X-ray report?,2286,False
What abnormality is present according to the report?,2286,False
Is there any opacity?,2286,False
What are the key findings in this chest X-ray report?,2287,False
What abnormality is present according to the report?,2287,False
Is there any cardiomegaly?,2287,False
What are the key findings in this chest X-ray report?,2288,False
What abnormality is present according to the report?,2288,False
Is the heart size normal?,2288,False
What are the key findings in this chest X-ray report?,2289,False
What abnormality is present according to the report?,2289,False
Is there any effusion?,2289,False
What are the key findings in this chest X-ray report?,2290,False
What abnormality is present according to the report?,2290,False
Is the heart size normal?,2290,False
What are the key findings in this chest X-ray report?,2291,False
What abnormality is present according to the report?,2291,False
What are the key findings in this chest X-ray report?,2292,False
What abnormality is present according to the report?,2292,False
Is the heart size normal?,2292,False
What are the key findings in this chest X-ray report?,2293,False
What abnormality is present according to the report?,2293,False
Is there any opacity?,2293,False
Is there any atelectasis?,2293,False
What are the key findings in this chest X-ray report?,2294,False
What abnormality is present according to the report?,2294,False
Is the heart size normal?,2294,False
What are the key findings in this chest X-ray report?,2295,False
What abnormality is present according to the report?,2295,False
What are the key findings in this chest X-ray report?,2296,False
What abnormality is present according to the report?,2296,False
What are the key findings in this chest X-ray report?,2297,False
What abnormality is present according to the report?,2297,False
What are the key findings in this chest X-ray report?,2298,False
What abnormality is present according to the report?,2298,False
What are the key findings in this chest X-ray report?,2299,False
What abnormality is present according to the report?,2299,False
Is there any opacity?,2299,False
What are the key findings in this chest X-ray report?,2300,False
What abnormality is present according to the report?,2300,False
Is the heart size normal?,2300,False
What are the key findings in this chest X-ray report?,2301,False
What abnormality is present according to the report?,2301,False
Is there any cardiomegaly?,2301,False
What are the key findings in this chest X-ray report?,2302,False
What abnormality is present according to the report?,2302,False
Is the heart size normal?,2302,False
What are the key findings in this chest X-ray report?,2303,False
What abnormality is present according to the report?,2303,False
Is the heart size normal?,2303,False
What are the key findings in this chest X-ray report?,2304,False
What abnormality is present according to the report?,2304,False
Is the heart size normal?,2304,False
What are the key findings in this chest X-ray report?,2305,False
What abnormality is present according to the report?,2305,False
What are the key findings in this chest X-ray report?,2306,False
What abnormality is present according to the report?,2306,False
What are the key findings in this chest X-ray report?,2307,False
What abnormality is present according to the report?,2307,False
Is there any opacity?,2307,False
What are the key findings in this chest X-ray report?,2308,False
What abnormality is present according to the report?,2308,False
Is the heart size normal?,2308,False
What are the key findings in this chest X-ray report?,2310,False
What abnormality is present according to the report?,2310,False
Is the heart size normal?,2310,False
What are the key findings in this chest X-ray report?,2311,False
What abnormality is present according to the report?,2311,False
Is the heart size normal?,2311,False
What are the key findings in this chest X-ray report?,2312,False
What abnormality is present according to the report?,2312,False
Is the heart size normal?,2312,False
What are the key findings in this chest X-ray report?,2313,False
What abnormality is present according to the report?,2313,False
Is the heart size normal?,2313,False
What are the key findings in this chest X-ray report?,2314,False
What abnormality is present according to the report?,2314,False
Is there any opacity?,2314,False
Is there any atelectasis?,2314,False
What are the key findings in this chest X-ray report?,2315,False
What abnormality is present according to the report?,2315,False
What are the key findings in this chest X-ray report?,2316,False
What abnormality is present according to the report?,2316,False
Is the heart size normal?,2316,False
What are the key findings in this chest X-ray report?,2317,False
What abnormality is present according to the report?,2317,False
What are the key findings in this chest X-ray report?,2318,False
What abnormality is present according to the report?,2318,False
Is there any pneumothorax?,2318,False
Is there any atelectasis?,2318,False
What are the key findings in this chest X-ray report?,2319,False
What abnormality is present according to the report?,2319,False
Is the heart size normal?,2319,False
What are the key findings in this chest X-ray report?,2320,False
What abnormality is present according to the report?,2320,False
What are the key findings in this chest X-ray report?,2321,False
What abnormality is present according to the report?,2321,False
Is the heart size normal?,2321,False
What are the key findings in this chest X-ray report?,2322,False
What abnormality is present according to the report?,2322,False
Is there any opacity?,2322,False
Is there any atelectasis?,2322,False
What are the key findings in this chest X-ray report?,2323,False
What abnormality is present according to the report?,2323,False
Is the heart size normal?,2323,False
What are the key findings in this chest X-ray report?,2324,False
What abnormality is present according to the report?,2324,False
Is the heart size normal?,2324,False
What are the key findings in this chest X-ray report?,2325,False
What abnormality is present according to the report?,2325,False
Is there any opacity?,2325,False
What are the key findings in this chest X-ray report?,2326,False
What abnormality is present according to the report?,2326,False
Is there any cardiomegaly?,2326,False
What are the key findings in this chest X-ray report?,2327,False
What abnormality is present according to the report?,2327,False
Is there any effusion?,2327,False
What are the key findings in this chest X-ray report?,2328,False
What abnormality is present according to the report?,2328,False
What are the key findings in this chest X-ray report?,2329,False
What abnormality is present according to the report?,2329,False
Is the heart size normal?,2329,False
What are the key findings in this chest X-ray report?,2330,False
What abnormality is present according to the report?,2330,False
Is there any cardiomegaly?,2330,False
Is there any opacity?,2330,False
What are the key findings in this chest X-ray report?,2331,False
What abnormality is present according to the report?,2331,False
Is there any opacity?,2331,False
Is there any atelectasis?,2331,False
What are the key findings in this chest X-ray report?,2332,False
What abnormality is present according to the report?,2332,False
Is the heart size normal?,2332,False
What are the key findings in this chest X-ray report?,2333,False
What abnormality is present according to the report?,2333,False
What are the key findings in this chest X-ray report?,2334,False
What abnormality is present according to the report?,2334,False
Is there any effusion?,2334,False
Is there any opacity?,2334,False
What are the key findings in this chest X-ray report?,2335,False
What abnormality is present according to the report?,2335,False
What are the key findings in this chest X-ray report?,2336,False
What abnormality is present according to the report?,2336,False
What are the key findings in this chest X-ray report?,2337,False
What abnormality is present according to the report?,2337,False
What are the key findings in this chest X-ray report?,2338,False
What abnormality is present according to the report?,2338,False
Is there any opacity?,2338,False
What are the key findings in this chest X-ray report?,2339,False
What abnormality is present according to the report?,2339,False
Is the heart size normal?,2339,False
What are the key findings in this chest X-ray report?,2340,False
What abnormality is present according to the report?,2340,False
What are the key findings in this chest X-ray report?,2341,False
What abnormality is present according to the report?,2341,False
What are the key findings in this chest X-ray report?,2342,False
What abnormality is present according to the report?,2342,False
What are the key findings in this chest X-ray report?,2343,False
What abnormality is present according to the report?,2343,False
What are the key findings in this chest X-ray report?,2344,False
What abnormality is present according to the report?,2344,False
What are the key findings in this chest X-ray report?,2345,False
What abnormality is present according to the report?,2345,False
What are the key findings in this chest X-ray report?,2347,False
What abnormality is present according to the report?,2347,False
What are the key findings in this chest X-ray report?,2348,False
What abnormality is present according to the report?,2348,False
Is there any effusion?,2348,False
What are the key findings in this chest X-ray report?,2349,False
What abnormality is present according to the report?,2349,False
Is the heart size normal?,2349,False
What are the key findings in this chest X-ray report?,2350,False
What abnormality is present according to the report?,2350,False
What are the key findings in this chest X-ray report?,2351,False
What abnormality is present according to the report?,2351,False
What are the key findings in this chest X-ray report?,2352,False
What abnormality is present according to the report?,2352,False
What are the key findings in this chest X-ray report?,2353,False
What abnormality is present according to the report?,2353,False
Is the heart size normal?,2353,False
What are the key findings in this chest X-ray report?,2354,False
What abnormality is present according to the report?,2354,False
Is the heart size normal?,2354,False
What are the key findings in this chest X-ray report?,2355,False
What abnormality is present according to the report?,2355,False
Is there any cardiomegaly?,2355,False
Is there any atelectasis?,2355,False
What are the key findings in this chest X-ray report?,2356,False
What abnormality is present according to the report?,2356,False
What are the key findings in this chest X-ray report?,2357,False
What abnormality is present according to the report?,2357,False
Is the heart size normal?,2357,False
What are the key findings in this chest X-ray report?,2358,False
What abnormality is present according to the report?,2358,False
Is the heart size normal?,2358,False
What are the key findings in this chest X-ray report?,2359,False
What abnormality is present according to the report?,2359,False
Is there any cardiomegaly?,2359,False
Is there any effusion?,2359,False
What are the key findings in this chest X-ray report?,2360,False
What abnormality is present according to the report?,2360,False
Is the heart size normal?,2360,False
What are the key findings in this chest X-ray report?,2361,False
What abnormality is present according to the report?,2361,False
What are the key findings in this chest X-ray report?,2362,False
What abnormality is present according to the report?,2362,False
Is the heart size normal?,2362,False
What are the key findings in this chest X-ray report?,2363,False
What abnormality is present according to the report?,2363,False
Is there any opacity?,2363,False
What are the key findings in this chest X-ray report?,2364,False
What abnormality is present according to the report?,2364,False
What are the key findings in this chest X-ray report?,2365,False
What abnormality is present according to the report?,2365,False
Is the heart size normal?,2365,False
What are the key findings in this chest X-ray report?,2366,False
What abnormality is present according to the report?,2366,False
What are the key findings in this chest X-ray report?,2367,False
What abnormality is present according to the report?,2367,False
Is the heart size normal?,2367,False
What are the key findings in this chest X-ray report?,2368,False
What abnormality is present according to the report?,2368,False
What are the key findings in this chest X-ray report?,2369,False
What abnormality is present according to the report?,2369,False
Is there any opacity?,2369,False
Is there any atelectasis?,2369,False
What are the key findings in this chest X-ray report?,2370,False
What abnormality is present according to the report?,2370,False
Is there any effusion?,2370,False
Is there any atelectasis?,2370,False
What are the key findings in this chest X-ray report?,2371,False
What abnormality is present according to the report?,2371,False
Is there any opacity?,2371,False
Is there any atelectasis?,2371,False
What are the key findings in this chest X-ray report?,2372,False
What abnormality is present according to the report?,2372,False
Is there any opacity?,2372,False
What are the key findings in this chest X-ray report?,2373,False
What abnormality is present according to the report?,2373,False
What are the key findings in this chest X-ray report?,2374,False
What abnormality is present according to the report?,2374,False
Is the heart size normal?,2374,False
What are the key findings in this chest X-ray report?,2375,False
What abnormality is present according to the report?,2375,False
What are the key findings in this chest X-ray report?,2376,False
What abnormality is present according to the report?,2376,False
Is the heart size normal?,2376,False
What are the key findings in this chest X-ray report?,2377,False
What abnormality is present according to the report?,2377,False
Is the heart size normal?,2377,False
What are the key findings in this chest X-ray report?,2378,False
What abnormality is present according to the report?,2378,False
What are the key findings in this chest X-ray report?,2379,False
What abnormality is present according to the report?,2379,False
What are the key findings in this chest X-ray report?,2380,False
What abnormality is present according to the report?,2380,False
What are the key findings in this chest X-ray report?,2381,False
What abnormality is present according to the report?,2381,False
What are the key findings in this chest X-ray report?,2382,False
What abnormality is present according to the report?,2382,False
Is there any cardiomegaly?,2382,False
What are the key findings in this chest X-ray report?,2383,False
What abnormality is present according to the report?,2383,False
Is there any cardiomegaly?,2383,False
What are the key findings in this chest X-ray report?,2384,False
What abnormality is present according to the report?,2384,False
What are the key findings in this chest X-ray report?,2385,False
What abnormality is present according to the report?,2385,False
Is the heart size normal?,2385,False
What are the key findings in this chest X-ray report?,2386,False
What abnormality is present according to the report?,2386,False
What are the key findings in this chest X-ray report?,2387,False
What abnormality is present according to the report?,2387,False
What are the key findings in this chest X-ray report?,2388,False
What abnormality is present according to the report?,2388,False
Is the heart size normal?,2388,False
What are the key findings in this chest X-ray report?,2389,False
What abnormality is present according to the report?,2389,False
Is the heart size normal?,2389,False
What are the key findings in this chest X-ray report?,2390,False
What abnormality is present according to the report?,2390,False
Is there any cardiomegaly?,2390,False
What are the key findings in this chest X-ray report?,2391,False
What abnormality is present according to the report?,2391,False
Is the heart size normal?,2391,False
What are the key findings in this chest X-ray report?,2392,False
What abnormality is present according to the report?,2392,False
Is the heart size normal?,2392,False
What are the key findings in this chest X-ray report?,2393,False
What abnormality is present according to the report?,2393,False
What are the key findings in this chest X-ray report?,2394,False
What abnormality is present according to the report?,2394,False
Is the heart size normal?,2394,False
What are the key findings in this chest X-ray report?,2395,False
What abnormality is present according to the report?,2395,False
Is the heart size normal?,2395,False
What are the key findings in this chest X-ray report?,2396,False
What abnormality is present according to the report?,2396,False
Is there any opacity?,2396,False
Is there any edema?,2396,False
What are the key findings in this chest X-ray report?,2397,False
What abnormality is present according to the report?,2397,False
Is the heart size normal?,2397,False
What are the key findings in this chest X-ray report?,2398,False
What abnormality is present according to the report?,2398,False
Is there any cardiomegaly?,2398,False
What are the key findings in this chest X-ray report?,2400,False
What abnormality is present according to the report?,2400,False
Is there any cardiomegaly?,2400,False
What are the key findings in this chest X-ray report?,2401,False
What abnormality is present according to the report?,2401,False
Is the heart size normal?,2401,False
What are the key findings in this chest X-ray report?,2402,False
What abnormality is present according to the report?,2402,False
Is there any atelectasis?,2402,False
What are the key findings in this chest X-ray report?,2403,False
What abnormality is present according to the report?,2403,False
Is there any atelectasis?,2403,False
What are the key findings in this chest X-ray report?,2404,False
What abnormality is present according to the report?,2404,False
Is there any opacity?,2404,False
What are the key findings in this chest X-ray report?,2405,False
What abnormality is present according to the report?,2405,False
What are the key findings in this chest X-ray report?,2406,False
What abnormality is present according to the report?,2406,False
What are the key findings in this chest X-ray report?,2407,False
What abnormality is present according to the report?,2407,False
What are the key findings in this chest X-ray report?,2408,False
What abnormality is present according to the report?,2408,False
Is there any opacity?,2408,False
What are the key findings in this chest X-ray report?,2409,False
What abnormality is present according to the report?,2409,False
Is there any opacity?,2409,False
What are the key findings in this chest X-ray report?,2410,False
What abnormality is present according to the report?,2410,False
What are the key findings in this chest X-ray report?,2411,False
What abnormality is present according to the report?,2411,False
Is there any cardiomegaly?,2411,False
What are the key findings in this chest X-ray report?,2412,False
What abnormality is present according to the report?,2412,False
What are the key findings in this chest X-ray report?,2413,False
What abnormality is present according to the report?,2413,False
Is the heart size normal?,2413,False
What are the key findings in this chest X-ray report?,2414,False
What abnormality is present according to the report?,2414,False
Is there any cardiomegaly?,2414,False
Is there any atelectasis?,2414,False
What are the key findings in this chest X-ray report?,2415,False
What abnormality is present according to the report?,2415,False
Is there any cardiomegaly?,2415,False
Is there any opacity?,2415,False
What are the key findings in this chest X-ray report?,2416,False
What abnormality is present according to the report?,2416,False
Is there any cardiomegaly?,2416,False
What are the key findings in this chest X-ray report?,2417,False
What abnormality is present according to the report?,2417,False
What are the key findings in this chest X-ray report?,2418,False
What abnormality is present according to the report?,2418,False
What are the key findings in this chest X-ray report?,2419,False
What abnormality is present according to the report?,2419,False
What are the key findings in this chest X-ray report?,2420,False
What abnormality is present according to the report?,2420,False
What are the key findings in this chest X-ray report?,2421,False
What abnormality is present according to the report?,2421,False
Is there any cardiomegaly?,2421,False
Is there any opacity?,2421,False
Is there any atelectasis?,2421,False
What are the key findings in this chest X-ray report?,2422,False
What abnormality is present according to the report?,2422,False
What are the key findings in this chest X-ray report?,2423,False
What abnormality is present according to the report?,2423,False
Is the heart size normal?,2423,False
What are the key findings in this chest X-ray report?,2424,False
What abnormality is present according to the report?,2424,False
What are the key findings in this chest X-ray report?,2425,False
What abnormality is present according to the report?,2425,False
What are the key findings in this chest X-ray report?,2426,False
What abnormality is present according to the report?,2426,False
What are the key findings in this chest X-ray report?,2427,False
What abnormality is present according to the report?,2427,False
What are the key findings in this chest X-ray report?,2428,False
What abnormality is present according to the report?,2428,False
What are the key findings in this chest X-ray report?,2430,False
What abnormality is present according to the report?,2430,False
What are the key findings in this chest X-ray report?,2431,False
What abnormality is present according to the report?,2431,False
What are the key findings in this chest X-ray report?,2432,False
What abnormality is present according to the report?,2432,False
Is the heart size normal?,2432,False
What are the key findings in this chest X-ray report?,2433,False
What abnormality is present according to the report?,2433,False
Is there any atelectasis?,2433,False
What are the key findings in this chest X-ray report?,2434,False
What abnormality is present according to the report?,2434,False
What are the key findings in this chest X-ray report?,2435,False
What abnormality is present according to the report?,2435,False
Is the heart size normal?,2435,False
What are the key findings in this chest X-ray report?,2436,False
What abnormality is present according to the report?,2436,False
Is the heart size normal?,2436,False
What are the key findings in this chest X-ray report?,2437,False
What abnormality is present according to the report?,2437,False
Is the heart size normal?,2437,False
What are the key findings in this chest X-ray report?,2438,False
What abnormality is present according to the report?,2438,False
Is the heart size normal?,2438,False
What are the key findings in this chest X-ray report?,2439,False
What abnormality is present according to the report?,2439,False
What are the key findings in this chest X-ray report?,2440,False
What abnormality is present according to the report?,2440,False
What are the key findings in this chest X-ray report?,2441,False
What abnormality is present according to the report?,2441,False
What are the key findings in this chest X-ray report?,2442,False
What abnormality is present according to the report?,2442,False
What are the key findings in this chest X-ray report?,2443,False
What abnormality is present according to the report?,2443,False
What are the key findings in this chest X-ray report?,2444,False
What abnormality is present according to the report?,2444,False
What are the key findings in this chest X-ray report?,2445,False
What abnormality is present according to the report?,2445,False
Is the heart size normal?,2445,False
What are the key findings in this chest X-ray report?,2446,False
What abnormality is present according to the report?,2446,False
What are the key findings in this chest X-ray report?,2447,False
What abnormality is present according to the report?,2447,False
What are the key findings in this chest X-ray report?,2448,False
What abnormality is present according to the report?,2448,False
Is there any effusion?,2448,False
Is there any pneumothorax?,2448,False
What are the key findings in this chest X-ray report?,2449,False
What abnormality is present according to the report?,2449,False
What are the key findings in this chest X-ray report?,2450,False
What abnormality is present according to the report?,2450,False
Is the heart size normal?,2450,False
What are the key findings in this chest X-ray report?,2451,False
What abnormality is present according to the report?,2451,False
What are the key findings in this chest X-ray report?,2453,False
What abnormality is present according to the report?,2453,False
Is the heart size normal?,2453,False
What are the key findings in this chest X-ray report?,2454,False
What abnormality is present according to the report?,2454,False
What are the key findings in this chest X-ray report?,2455,False
What abnormality is present according to the report?,2455,False
What are the key findings in this chest X-ray report?,2456,False
What abnormality is present according to the report?,2456,False
Is there any cardiomegaly?,2456,False
What are the key findings in this chest X-ray report?,2457,False
What abnormality is present according to the report?,2457,False
Is the heart size normal?,2457,False
What are the key findings in this chest X-ray report?,2458,False
What abnormality is present according to the report?,2458,False
What are the key findings in this chest X-ray report?,2459,False
What abnormality is present according to the report?,2459,False
Is the heart size normal?,2459,False
What are the key findings in this chest X-ray report?,2460,False
What abnormality is present according to the report?,2460,False
Is the heart size normal?,2460,False
What are the key findings in this chest X-ray report?,2461,True
What abnormality is present according to the report?,2461,False
Is the heart size normal?,2461,False
What are the key findings in this chest X-ray report?,2462,False
What abnormality is present according to the report?,2462,False
Is there any cardiomegaly?,2462,False
What are the key findings in this chest X-ray report?,2463,False
What abnormality is present according to the report?,2463,False
Is there any opacity?,2463,False
What are the key findings in this chest X-ray report?,2464,False
What abnormality is present according to the report?,2464,False
Is the heart size normal?,2464,False
What are the key findings in this chest X-ray report?,2465,False
What abnormality is present according to the report?,2465,False
Is there any cardiomegaly?,2465,False
What are the key findings in this chest X-ray report?,2466,False
What abnormality is present according to the report?,2466,False
Is the heart size normal?,2466,False
What are the key findings in this chest X-ray report?,2467,False
What abnormality is present according to the report?,2467,False
Is there any opacity?,2467,False
What are the key findings in this chest X-ray report?,2468,False
What abnormality is present according to the report?,2468,False
What are the key findings in this chest X-ray report?,2469,False
What abnormality is present according to the report?,2469,False
Is there any opacity?,2469,False
What are the key findings in this chest X-ray report?,2470,False
What abnormality is present according to the report?,2470,False
Is the heart size normal?,2470,False
What are the key findings in this chest X-ray report?,2471,False
What abnormality is present according to the report?,2471,False
Is the heart size normal?,2471,False
What are the key findings in this chest X-ray report?,2472,False
What abnormality is present according to the report?,2472,False
What are the key findings in this chest X-ray report?,2473,False
What abnormality is present according to the report?,2473,False
What are the key findings in this chest X-ray report?,2474,False
What abnormality is present according to the report?,2474,False
Is there any effusion?,2474,False
What are the key findings in this chest X-ray report?,2475,False
What abnormality is present according to the report?,2475,False
Is there any cardiomegaly?,2475,False
What are the key findings in this chest X-ray report?,2476,False
What abnormality is present according to the report?,2476,False
What are the key findings in this chest X-ray report?,2477,False
What abnormality is present according to the report?,2477,False
Is there any cardiomegaly?,2477,False
Is there any opacity?,2477,False
Is there any atelectasis?,2477,False
What are the key findings in this chest X-ray report?,2478,False
What abnormality is present according to the report?,2478,False
What are the key findings in this chest X-ray report?,2479,False
What abnormality is present according to the report?,2479,False
What are the key findings in this chest X-ray report?,2480,False
What abnormality is present according to the report?,2480,False
Is the heart size normal?,2480,False
What are the key findings in this chest X-ray report?,2481,False
What abnormality is present according to the report?,2481,False
Is there any opacity?,2481,False
Is there any atelectasis?,2481,False
What are the key findings in this chest X-ray report?,2482,False
What abnormality is present according to the report?,2482,False
Is there any pneumothorax?,2482,False
Is there any atelectasis?,2482,False
What are the key findings in this chest X-ray report?,2483,False
What abnormality is present according to the report?,2483,False
What are the key findings in this chest X-ray report?,2484,False
What abnormality is present according to the report?,2484,False
